No.,Code,Question,Answer,Note
310,DL003,Hiện tại sản phẩm có những mã nào?,"Các mã sản phẩm hiện tại đang kinh doanh bao gồm
Khối CTDA: AT16.DA, AT04.DA
Khối truyền thống: AT04, AT06, AT10, AT10 DM, AT02 DM, AT17 DM, AT20 DM, AT06.V3, AT04, AT30, AT28, AT22, AT24, AT25, AT39, AT40, AT41",
311,DL004,Đèn LED DL Rạng đông có loại góc chiếu sáng hẹp không?,"Các sản phẩm DL góc chiếu hẹp Rạng đông có đầy đủ sản phẩm thường hoặc thông minh, KH có thể tham khảo các mẫu sau:
-Dòng DL AT18.BLE với các góc chiếu và công suất từ 7-12W, có góc chiếu cố định hoặc thay đổi được.
-Dòng DL AT17 đổi màu với các công suất 7,9,12W.
-Dòng DL AT14 thường hoặc RF, BLE với công suất 7,9,12W.
-Dòng DL AT22 thường hoặc thông minh công suất từ 7-12W, góc mở khoảng 18 /24 độ Chỉ số hoàn màu cao CRI 90
-Dòng DL AT39 thường hoặc thông minh, công suất 12W, có thể điều chỉnh góc chiếu, Chỉ số hoàn màu cao CRI 90
-Dòng DL AT41 thường hoặc thông minh, công suất 12W, không điều chỉnh góc chiếu được, Chỉ số hoàn màu cao CRI 90
Tùy nhu cầu tư vấn KH chọn sản phẩm phù hợp",
312,DL005,Đèn DL có tích điện Rạng đông có hay không?,"KH có thể sử dụng
Đèn LED âm trần Downlight Dự phòng 
Model: AT04 DP 110/9W hoặc Model: AT04 DP 110/12W
Khách sử dụng như hệ thống đèn chiếu sáng thông thường Khi mất điện đèn sẽ tự động được bật sáng. lúc này đèn chuyển sang chế độ sử dụng PIN, thời gian chiếu sáng lên đến hơn 2h.Tuy nhiên quang thông ở chế độ dự phòng chỉ đạt 50% quang thông khi dùng điện lưới.",
313,DL006,Đèn DL đổi màu của Rạng đông hoạt đông theo nguyên lý nào?,"Cấu tạo của đèn LED DL đổi màu như sau:
Trên bề bản mạch có 2 loại chip led với màu ánh sáng trắng và ánh sáng vàng.
Thay đổi trạng thái anh sáng bằng bật tắt công tắt.
Lần 1 ánh sáng trắng chỉ led trắng sáng, Lần 2 ánh sáng vàng chỉ led vàng sáng, Lần 3 ánh sáng trung tính cả LED vàng và trắng cùng sáng
Sau 10s tắt đi, đèn mặc định về trạng thái ánh sáng trắng",
314,DL007,Đèn DL Rạng đông có loại nào điều khiển từ xa được không?,"Khách hàng có thể lựa chọn nhiều phương thức điều khiển từ xa:
Điều khiển tắt mở ,thay đổi màu ánh sáng cường độ mạnh yếu từ xa bằng remote/hoặc bảng cảnh DC ( chỉ trong phạm vi 30m không vạt cản): đối với các dòng đèn RF, hoặc BLE ( sử dụng cài đặt nâng cao)
Khách điều khiển tắt mở ,thay đổi màu ánh sáng cường độ mạnh yếu , hẹn giờ tắt mở, Thiết lập kịch bản từ xa ( không giới hạn khảng cách, phạm vi) bằng điện thoại , giọng nói với các sản phẩm kết nối hệ thống IOT : sản phẩm wifi hoặc BLE ( có HC)",
315,DL008,Rạng đông có đèn LED DL UV không?,"Rạng Đông đang có 2 sản phẩm đèn DL UV với model như sau:
Model: AT21.UV 90/7W và Model: AT21.UV 135/14W
Thiết kế 3 trong 1: Tiêu diệt vi khuẩn Làm sạch không khí Chiếu sáng.
Tích hợp cảm biến Radar, tuyệt đối an toàn cho người sử dụng.
KH có thể chủ động chọn quá trình khử khuẩn thủ công hoặc tự động 1 cách dễ dàng bằng cách bật tắt công tắt",
316,DL009,Đèn LED DL RF mua về lắp có hiện tượng đèn sáng không đồng màu?,"KH kiểm tra lại các sản phẩm DL đang lắp có cùng 1 version hay không?, hiện tượng không đồng màu ánh sáng nguyên nhân do lẫn lộn hàng của 2 version đèn DL RF.Vui lòng liên hệ điểm mua hàng gần nhất để được hỗ trợ.",
317,DL010,Rạng đông có đèn led DL chống ẩm hay không?,"Tất cả các dòng Downlight của Rạng đông hiện nay đều thuộc sản phẩm chiếu sáng trong nhà, nên cấp IP cao nhất là IP20,Đèn DL chống ẩm cần đạt IP>54 nên các sản phẩm thông thường không đáp ứng được.Tuy nhiên với các dự án lớn đặc biệt, RĐ vẫn sx các lô sản phẩm DL có IP54 phục vụ khách hàng.",
318,DL011,Đèn LED DL sử dụng chip LED SamSung và LED Hàn quốc loại nào tốt hơn?,"Các sản phẩm DL AT04 hiện nay đang sử dụng Chip LED SS
Các sản phẩm còn lại đang sử dụng Chip led Seoul Semiconductor -hay gọi là LED Hàn quốc.
Về chất lượng Rạng đông cam kết 2 loại chip LED này có chất lượng gần tương đương nhau.Mục đích để người tiêu dùng có thêm sự lựa chọn cho sản phẩm khi tìm kiếm.
Ngoài lề: Chip led Hàn quốc có hiệu suất quang cao hơn>=100lm đối với các sản phẩm DL.
Chip led SS có hiệu suất thấp hơn",
319,DL012,Khách muốn dùng đèn DL cảm biến để lắp nhà vệ sinh thì tư vấn sản phẩm nào?,"Tư vấn khách hàng Đèn LED âm trần Downlight (cảm biến)
Model: D AT04L 110/9W PIR
Công suất: 9W
Hoặc 
Model: D AT04L 90/7W PIR
Đèn sử dụng cảm biến hồng ngoại ( thân nhiệt) tự động bật/tắt khi phát hiện chuyển động. Đèn sẽ tự động bật sáng khi có người di chuyển trong vùng làm việc của mắt hồng ngoại. Khi không có người người di chuyển đèn sẽ tự động tắt sau180 giây.",
320,DL013,"Khách dùng đèn DL cảm biến PIR 9W thắc mắc sao lắp ở cửa ra vào căn hộ gần bếp, đèn hay tự động bật rồi tắt.?","Đèn DL cảm biến sử dụng cảm biến hồng ngoại để làm tín hiệu bật đèn, có thể khi khách lắp gần khu vực bếp có nhiệt độ lớn, gây tín hiệu sai cho đèn khi hoạt động.Lưu ý khách về vấn đề này",
321,DL014,Đèn DL cảm biến PIR có phân biệt chuyển động của người và vật không?,"Đèn DL cảm biến sử dụng cảm biến hồng ngoại để làm tín hiệu bật đèn, Chỉ người hoặc vật có trọng lượng lớn như chó (husky..) thì mới đủ thân nhiệt kích hoạt cảm biến bật đèn, còn các con vật nhỏ, hay chuyển động của vật không có nhiệt ( robot hút bụi, xe đồ chơi, lá rơi...) không ảnh hưởng tới chức năng đèn",
322,DL015,Đèn LED DL AT20 khác các Version cũ ở điểm nào?,"Đèn có thiết kế vành nhỏ hơn, tạo cảm giác trường sáng rộng hơn.Đáy đèn rộng, bố trí chip LED đều không tạo điểm sáng khi nhìn chính diện.
Phần heatsink có thiết kế mới không giống các sản phẩm trước đây, có nhận diện thương hiệu rõ hơn .Tai cài tiện lợi cho người sử dụng.Kiểu dáng mới, hiện đại tạo điểm nhấn cho không gian nhà ở.Sử dụng chip LED Hàn quốc có độ bền cao, tuổi thọ lớn. Giảm thiểu chi phí bảo hành bảo trì. Tối ưu công năng cho người sử dụng khi có thể đổi màu theo mùa, thời gian và cảm xúc bằng thao tác bật tắt đơn giản",
323,DL016,Đèn LED DL Rạng đông có loại nào gắn nổi không?,"Tính tại thời điểm hiện tại, các dòng sản phẩm DL gắn nổi của Rạng đông chưa có để đáp ứng nhu cầu của khách hàng.
Tư vấn sang các loại ốp trần LN12 thay thế.",
324,DL017,"Lỗ khoét thạch cao nhà KH là 120mm, có lắp vừa với đèn DL Rạng đông không? tư vấn loại đèn cụ thể?","Các dòng DL LED của Rạng đông với Model AT04, AT10 , AT06 có lỗ khoét 110 nhưng phủ bì sản phẩm 138mm, KH có thể lựa chọn công suất từ 7, 9,12W 1 màu hoặc đổi màu tùy theo nhu cầu chiếu sáng của khách hàng.
Tư vấn dòng đổi màu để linh động trong sử dụng.
Khách hàng có nhu cầu điều khiển thông minh có thể dùng các dòng AT16 RF , WF, hay BLE với mã 110",
325,DL018,"Khách hàng sử dụng các dòng đèn DL Rạng đông từ trước, sau 5 -6 năm có 1 số đèn bị hư driver hỏi có để thay thế không, vì nếu bỏ đèn đi sẽ mất thẩm mỹ, không đồng bộ sản phẩm trong nhà.?","Trước tiên xin lỗi khách hàng về sự bất tiện gặp phải, Cám ơn khách hàng vì đã tin tưởng sử dụng sản phẩm của RĐ.
Các sản phẩm sx từ 5-6 năm trước hiện giờ đã bỏ mẫu, không còn tồn kho.
Cách giải quyết: khách hàng gom các đèn ở các vị trí khác mà có ít đèn dùng các đèn đó thay thế vị trí đèn bị hư, để đảm bảo sự đồng bộ.Các vị trí còn lại có thể mua các sản phẩm mới có kích thước, lỗ khoét tương đồng đặc biệt với giá hỗ trợ từ CN, đại lý gần nhất.",
326,DL019,"Các đèn DL RF khi thợ lắp đặt có tháo rời driver và đèn riêng để tiện đấu nối điện, vậy khi cài đặt có ảnh hưởng gì không?","Tín hiệu và lưu cài đặt nằm trên driver đèn RF, phần đèn chỉ là nguồn sáng nên khách hàng có thể yên tâm về việc đèn và driver lắp đặt ngẫu nhiên nhưng vẫn hoạt động bình thường.",
327,DL020,Đèn LED UV lắp đặt nhiều hay ít thì có ảnh hưởng đến hiệu quả diệt khuẩn hay không?,"Dù nhiều hay ít thì hiệu quả diệt khuẩn bphụ thuộc vào thời gian chiếu sáng để diệt khuẩn.Nhiều đèn thì thời gian ngắn lại, ít đèn thì thời gian dài hơn.",
328,DL021,Đèn DL diệt khuẩn có lưu ý gì về khoảng cách lắp đặt và sử dụng,"Do đèn có sử dụng cảm biến Rada, nên khi lắp dặt số lượng nhiều cần chú ý đến khoảng cách lắp đặt tối thiểu là từ 1.5-2m, tránh lắp đặt gần các nguồn phát wifi,",
329,DL022,Đèn diệt khuẩn Rạng Đông tiêu diệt vi khuẩn như thế nào?,"Ánh sáng UVC làm bất hoạt vi sinh vật (microoganisms) bằng cách làm hỏng DNA và RNA của chúng, do đó ngăn chúng tái tạo. Một vi sinh vật không thể tái tạo sẽ không thể lây nhiễm sang vật chủ.
Đèn DL UV Rạng đông diệt khuẩn dựa trên việc phát ra ánh sáng UVC trong thời gian nhất định để tiêu diệt vi khuẩn, vi rút trong không khí và bề mặt ánh sáng UV chiếu tới.",
330,DL023,Đèn diệt khuẩn Rạng Đông có diệt được SARS-CoV-2 không?,"Các kết quả của nhiều trường đại học, viện nghiên cứu đã đánh giá rằng với Tia UVC của đèn Huỳnh quang UV có bước sóng 252nm với năng lượng UV nhất định sẽ tiêu diệt được vi rút SARS-CoV-2,
Hiện tại chưa có nghiên cứu cụ thể về việc sử dụng ánh sáng của LED UVC với bước sóng từ 260-285nm có thể tiêu diệt được vi rút SARS-CoV-2,
Tuy nhiên với bước sóng 260-285nm có thể tiêu diệt hoàn toàn các loại vi khuẩn chính như: Chủng Ecoli,…",
331,DL024,Ánh sáng UV-C có hại không? Làm thế nào để giảm thiểu tác hại này?,"Theo khuyến cáo của cơ quan quản lý Thực phẩm và Dược phẩm Hoa Kỳ (FDA), tia UV-C có thể gây bỏng da và chấn thương mắt nghiêm trọng (viêm giác mạc), nhưng thường hồi phục trong vòng một tuần mà chưa có tổn thương lâu dài được ghi nhận. Vì độ sâu xuyên thấu của tia UV-C là rất thấp, nguy cơ ung thư da, đục thủy tinh thể hoặc mất thị lực vĩnh viễn cũng được cho là rất thấp. Dạng chấn thương mắt khi tiếp xúc với UV-C thường sẽ gây ra đau dữ dội và cảm giác như có cát trong mắt, đôi khi gây triệu chứng mù thoáng qua trong một đến hai ngày. Điều này có thể xảy ra sau một thời gian tiếp xúc rất ngắn (vài giây đến vài phút) với tia UV-C.
Một số đèn UV-C phát ra một lượng nhỏ tia UV-B. Do đó, việc tiếp xúc với liều lượng cao hoặc liều lượng thấp kéo dài từ một số đèn UV có thể gây nên đục thủy tinh thể hoặc ung thư da do tiếp xúc tích lũy với tia UV-B.
Một số đèn UV-C có bước sóng <240nm sẽ tạo ra khí ozone có thể gây kích ứng đường hô hấp, đặc biệt đối với những người bị nhạy cảm về đường hô hấp như hen suyễn hoặc dị ứng. Tiếp xúc với nồng độ khí ozone cao cũng có thể làm trầm trọng thêm các bệnh hô hấp mãn tính, chẳng hạn như hen suyễn, hoặc làm tăng nguy cơ nhiễm trùng đường hô hấp.

Tia UVC trong tự nhiên bị hấp thụ hoàn toàn bởi tầng Ozone. Do đó, cách để người ta thu được tia UVC là sử dụng khoa học và công nghệ để tạo ra các loại đèn UVC led hoặc Huỳnh quang, Ngoài ra Tia UVC còn được tạo ra từ các hoạt động sản xuất như Hàn ( dòng hồ quang sinh ra tại điểm hàn tạo ra tia UVC), khi khởi động chiếu sáng các loại đèn siêu cao áp công suất lớn ( Đèn cao áp có áp suất thấp/ cao) 
Để hạn chế ảnh hưởng thì KH cần lưu ý tránh các khu vực khi đang thực hiện khử khuẩn bằng UVC, hoặc khu vực sản xuất 
để tránh ảnh hưởng đến sức khỏe.",
332,DL025,Sử dụng đèn diệt khuẩn có ảnh hưởng đến các thiết bị và vật dụng trong phòng không?,"Tia UV có thể làm mờ màu sơn,lão hóa vật liệu da, nhựa, vải.Vì vậy cần che chắn để bảo vệ lụa cao cấp, đồ da, hội họa, đồ sưu tầm có giá trị và các vật phẩm kỷ niệm quan trọng,..(đồ gỗ, giấy dán tường có thể
 bị mờ, sơn tường ít bị ảnh hưởng).",
333,DL026,Sử dụng đèn diệt khuẩn có an toàn không?,"Quá trình diệt khuẩn bằng đèn là quá trình con người chủ động thực hiện bằng cách cài đặt chế độ tự động hoặc thủ công.Ngoài ra khi quá trình diệt khuẩn đèn có chỉ thị ánh sáng màu xanh , nhằm cảnh báo người dùng đèn đang ở chế độ diệt khuẩn, con người vật không nên ở trong khu vực đang thực hiện diệt khuẩn bằng UVC.Đặc biệt đèn còn có cảm biến RADA tích hợp , sẽ tự động ngắt chế độ diệt khuẩn khi có chuyển động trong phạm vi chiếu sáng.",
